Transaction_ID,Transaction_Date,Customer_ID,Customer_Name,Gender,Age,City,Product_Category,Product,Quantity,Unit_Price,Discount_Percentage,Payment_Method,Gross_Sales,Discount_Amount,Net_Sales
TXN12848,2024-04-13,CUST1158,Saanvi Gupta,Female,29,Chennai,Electronics,Tablet,10,22335.1,10.66,Credit Card,223351.0,23809.22,199541.78
TXN18847,2024-12-09,CUST1055,Neha Kumar,Female,41,Jaipur,Home & Kitchen,Mixer Grinder,6,2106.11,15.11,Net Banking,12636.66,1909.4,10727.26
TXN11209,2024-05-16,CUST1124,Rohit Reddy,Male,51,Mumbai,Home & Kitchen,Bedsheet Set,5,1998.35,28.99,Credit Card,9991.75,2896.61,7095.14
TXN18413,2024-02-19,CUST1071,Vikram Sharma,Male,33,Jaipur,Electronics,Earphones,2,2812.56,1.02,Debit Card,5625.12,57.38,5567.74
TXN11304,2024-11-07,CUST1079,Deepak Kumar,Male,33,Ahmedabad,Home & Kitchen,Water Bottle,8,553.79,27.14,Wallet,4430.32,1202.39,3227.93
TXN13765,2024-08-03,CUST1052,Pooja Pandey,Female,51,Kolkata,Clothing,Women's Kurti,6,794.26,14.39,Cash,4765.56,685.76,4079.8
TXN14106,2024-12-03,CUST1134,Sneha Nair,Female,58,Pune,Books,Comic Book,8,336.24,16.79,Debit Card,2689.92,451.64,2238.28
TXN19331,2024-09-03,CUST1045,Saanvi Yadav,Female,35,Surat,Electronics,Earphones,6,3411.96,9.36,UPI,20471.76,1916.16,18555.6
TXN10914,2024-09-01,CUST1092,Neha Agarwal,Female,35,Hyderabad,Beauty,Perfume,1,2501.72,7.94,Debit Card,2501.72,198.64,2303.08
TXN12023,2024-01-18,CUST1054,Amit Shah,Male,48,Jaipur,Home & Kitchen,Pressure Cooker,4,1973.34,2.45,Wallet,7893.36,193.39,7699.97
TXN10422,2024-10-09,CUST1101,Pihu Verma,Female,24,Bangalore,Electronics,Smartphone,2,39399.54,10.5,Net Banking,78799.08,8273.9,70525.18
TXN17348,2024-08-03,CUST1024,Saanvi Singh,Female,53,Mumbai,Groceries,Cooking Oil,8,405.43,29.92,Credit Card,3243.44,970.44,2273.0
TXN10797,2024-12-02,CUST1084,Meera Verma,Female,32,Hyderabad,Toys,Puzzle Set,10,608.44,6.42,Wallet,6084.4,390.62,5693.78
TXN13621,2024-09-01,CUST1195,Vikram Verma,Male,38,Chennai,Beauty,Face Cream,8,745.32,22.94,Debit Card,5962.56,1367.81,4594.75
TXN13227,2024-12-14,CUST1017,Pooja Pandey,Female,50,Delhi,Electronics,Laptop,9,52519.78,16.43,Credit Card,472678.02,77661.0,395017.02
TXN10937,2024-06-30,CUST1186,Ananya Patel,Female,36,Mumbai,Clothing,Men's T-Shirt,1,1178.59,13.71,Cash,1178.59,161.58,1017.01
TXN12076,2024-05-26,CUST1123,Vikram Mishra,Male,65,Jaipur,Toys,Action Figure,4,563.32,4.05,Credit Card,2253.28,91.26,2162.02
TXN18582,2024-07-06,CUST1005,Pooja Verma,Female,24,Chennai,Electronics,Smartwatch,5,18116.14,1.1,Cash,90580.7,996.39,89584.31
TXN17073,2024-07-10,CUST1142,Vikram Verma,Male,51,Surat,Clothing,Women's Kurti,6,1641.44,10.0,Debit Card,9848.64,984.86,8863.78
TXN13403,2024-03-02,CUST1136,Aditya Yadav,Male,44,Jaipur,Electronics,Smartwatch,1,7965.63,18.51,Wallet,7965.63,1474.44,6491.19
TXN15571,2024-11-05,CUST1029,Pooja Patel,Female,38,Jaipur,Electronics,Tablet,2,35259.2,13.93,Debit Card,70518.4,9823.21,60695.19
TXN10196,2024-08-05,CUST1029,Saanvi Nair,Female,27,Delhi,Books,Comic Book,7,302.33,23.27,Wallet,2116.31,492.47,1623.84
TXN11826,2024-04-24,CUST1034,Meera Tiwari,Female,59,Bangalore,Electronics,Smartwatch,9,13610.46,24.03,UPI,122494.14,29435.34,93058.8
TXN18763,2024-04-24,CUST1098,Amit Shah,Male,36,Pune,Groceries,Pulses (1 kg),8,87.22,19.47,Cash,697.76,135.85,561.91
TXN15325,2024-12-29,CUST1100,Deepak Shah,Male,56,Ahmedabad,Groceries,Rice (5 kg),7,366.11,24.66,UPI,2562.77,631.98,1930.79
TXN19940,2024-12-08,CUST1040,Amit Gupta,Male,36,Hyderabad,Electronics,Smartwatch,7,14845.36,7.63,Credit Card,103917.52,7928.91,95988.61
TXN16571,2024-06-02,CUST1019,Riya Nair,Female,41,Surat,Electronics,Smartwatch,8,5573.45,29.08,UPI,44587.6,12966.07,31621.53
TXN11119,2024-10-10,CUST1021,Vihaan Srivastava,Male,53,Jaipur,Electronics,Tablet,5,18047.18,6.85,UPI,90235.9,6181.16,84054.74
TXN17775,2024-09-07,CUST1044,Aadhya Agarwal,Female,38,Pune,Home & Kitchen,Mixer Grinder,7,3274.6,23.22,Debit Card,22922.2,5322.53,17599.67
TXN19439,2024-12-19,CUST1167,Aarav Nair,Male,24,Ahmedabad,Toys,Remote Car,4,2727.11,20.87,Net Banking,10908.44,2276.59,8631.85
TXN16854,2024-12-02,CUST1074,Rajesh Mishra,Male,39,Delhi,Electronics,Smartwatch,8,12577.43,23.25,Wallet,100619.44,23394.02,77225.42
TXN16591,2024-08-13,CUST1068,Kavya Mehta,Female,38,Hyderabad,Sports,Dumbbells,1,2183.31,11.86,Credit Card,2183.31,258.94,1924.37
TXN13649,2024-12-26,CUST1092,Aadhya Agarwal,Female,51,Hyderabad,Electronics,Tablet,3,22246.72,12.3,Credit Card,66740.16,8209.04,58531.12
TXN15151,2024-04-04,CUST1132,Aditya Verma,Male,61,Bangalore,Sports,Yoga Mat,5,1172.98,6.4,Wallet,5864.9,375.35,5489.55
TXN12401,2024-06-12,CUST1056,Aditya Joshi,Male,40,Kolkata,Sports,Yoga Mat,7,804.6,22.15,Wallet,5632.2,1247.53,4384.67
TXN16908,2024-10-21,CUST1074,Diya Verma,Female,50,Surat,Home & Kitchen,Pressure Cooker,8,1409.46,18.56,Wallet,11275.68,2092.77,9182.91
TXN14373,2024-09-24,CUST1023,Pooja Sharma,Female,43,Jaipur,Electronics,Laptop,2,85958.7,10.61,Wallet,171917.4,18240.44,153676.96
TXN13405,2024-10-30,CUST1168,Suresh Reddy,Male,52,Hyderabad,Clothing,Men's T-Shirt,10,943.29,12.12,UPI,9432.9,1143.27,8289.63
TXN18701,2024-04-14,CUST1046,Arjun Shah,Male,59,Kolkata,Groceries,Sugar (5 kg),5,153.56,0.0,Cash,767.8,0.0,767.8
TXN19870,2024-12-21,CUST1176,Neha Kumar,Female,19,Ahmedabad,Clothing,Jacket,2,1606.45,11.5,Net Banking,3212.9,369.48,2843.42
TXN15366,2024-08-21,CUST1041,Meera Patel,Female,58,Mumbai,Beauty,Shampoo,7,542.72,29.49,Cash,3799.04,1120.34,2678.7
TXN14954,2024-12-12,CUST1165,Aadhya Rao,Female,38,Ahmedabad,Groceries,Sugar (5 kg),6,191.83,16.36,Net Banking,1150.98,188.3,962.68
TXN10437,2024-08-24,CUST1129,Ayaan Verma,Male,33,Jaipur,Beauty,Shampoo,4,449.34,2.79,Debit Card,1797.36,50.15,1747.21
TXN17558,2024-03-07,CUST1188,Kiran Kumar,Female,25,Kolkata,Sports,Cricket Bat,10,2648.75,22.64,Net Banking,26487.5,5996.77,20490.73
TXN16824,2024-08-08,CUST1119,Deepak Tiwari,Male,42,Mumbai,Sports,Cricket Bat,5,2477.18,24.5,Cash,12385.9,3034.55,9351.35
TXN13677,2024-05-11,CUST1019,Anjali Mehta,Female,23,Mumbai,Electronics,Laptop,9,65290.72,0.74,Debit Card,587616.48,4348.36,583268.12
TXN19330,2024-02-28,CUST1196,Ishaan Chaudhary,Male,51,Pune,Groceries,Sugar (5 kg),3,195.73,10.29,Cash,587.19,60.42,526.77
TXN19983,2024-12-30,CUST1001,Nisha Shah,Female,42,Surat,Beauty,Sunscreen,5,731.39,11.21,UPI,3656.95,409.94,3247.01
TXN17689,2024-05-25,CUST1150,Riya Chaudhary,Female,65,Jaipur,Groceries,Cooking Oil,2,311.26,19.07,Net Banking,622.52,118.71,503.81
TXN10920,2024-10-04,CUST1028,Rahul Pandey,Male,42,Chennai,Books,Fiction Novel,1,347.74,7.75,UPI,347.74,26.95,320.79
TXN10118,2024-11-26,CUST1024,Riya Shah,Female,33,Delhi,Groceries,Cooking Oil,10,361.26,10.92,Cash,3612.6,394.5,3218.1
TXN17513,2024-05-11,CUST1096,Rohit Agarwal,Male,32,Chennai,Books,Children Book,8,254.89,5.01,Net Banking,2039.12,102.16,1936.96
TXN16230,2024-03-21,CUST1001,Saanvi Chaudhary,Female,31,Delhi,Home & Kitchen,Pressure Cooker,8,2077.77,29.58,Cash,16622.16,4916.83,11705.33
TXN18058,2024-02-12,CUST1090,Ayaan Kumar,Male,47,Bangalore,Clothing,Men's T-Shirt,9,843.3,14.17,Credit Card,7589.7,1075.46,6514.24
TXN11132,2024-01-25,CUST1182,Diya Rao,Female,27,Delhi,Books,Fiction Novel,2,468.75,0.89,Debit Card,937.5,8.34,929.16
TXN17935,2024-05-10,CUST1053,Arjun Chaudhary,Male,43,Pune,Groceries,Rice (5 kg),10,338.66,8.77,Cash,3386.6,297.0,3089.6
TXN18490,2024-10-21,CUST1179,Vivaan Singh,Male,20,Jaipur,Beauty,Shampoo,2,635.74,28.06,UPI,1271.48,356.78,914.7
TXN10419,2024-07-21,CUST1160,Ananya Gupta,Female,55,Hyderabad,Electronics,Laptop,1,49759.68,26.68,Credit Card,49759.68,13275.88,36483.8
TXN19191,2024-01-07,CUST1162,Geeta Sharma,Female,26,Jaipur,Books,Self-Help Book,3,433.55,1.44,Credit Card,1300.65,18.73,1281.92
TXN14810,2024-08-18,CUST1046,Diya Verma,Female,31,Chennai,Groceries,Pulses (1 kg),9,131.73,5.39,Cash,1185.57,63.9,1121.67
TXN15941,2024-07-30,CUST1174,Neha Agarwal,Female,33,Delhi,Toys,Board Game,10,1719.97,10.14,Debit Card,17199.7,1744.05,15455.65
TXN19863,2024-09-10,CUST1015,Diya Shah,Female,35,Surat,Clothing,Men's T-Shirt,2,780.89,3.58,Wallet,1561.78,55.91,1505.87
TXN14872,2024-10-26,CUST1111,Ananya Bose,Female,33,Ahmedabad,Groceries,Flour (10 kg),10,416.7,25.36,UPI,4167.0,1056.75,3110.25
TXN16340,2024-01-28,CUST1176,Rahul Kumar,Male,54,Ahmedabad,Toys,Puzzle Set,3,1203.78,24.71,UPI,3611.34,892.36,2718.98
TXN19445,2024-02-27,CUST1045,Ayaan Tiwari,Male,20,Hyderabad,Toys,Puzzle Set,7,530.6,29.66,Credit Card,3714.2,1101.63,2612.57
TXN14979,2024-06-27,CUST1128,Aadhya Verma,Female,34,Chennai,Electronics,Laptop,1,48644.6,16.16,Wallet,48644.6,7860.97,40783.63
TXN10952,2024-09-21,CUST1064,Vihaan Gupta,Male,22,Bangalore,Sports,Cricket Bat,5,3790.53,4.98,Debit Card,18952.65,943.84,18008.81
TXN17728,2024-03-19,CUST1084,Ishaan Gupta,Male,18,Pune,Clothing,Women's Kurti,2,691.46,14.79,Debit Card,1382.92,204.53,1178.39
TXN17359,2024-05-24,CUST1102,Vikram Singh,Male,35,Jaipur,Beauty,Shampoo,2,646.2,8.5,Debit Card,1292.4,109.85,1182.55
TXN14003,2024-01-07,CUST1156,Sai Patel,Male,60,Surat,Books,Fiction Novel,9,451.56,21.76,Net Banking,4064.04,884.34,3179.7
TXN18254,2024-01-26,CUST1185,Pooja Patel,Female,65,Ahmedabad,Electronics,Earphones,8,2494.68,8.49,UPI,19957.44,1694.39,18263.05
TXN19039,2024-07-22,CUST1055,Geeta Joshi,Female,45,Bangalore,Toys,Doll,9,929.96,28.01,Credit Card,8369.64,2344.34,6025.3
TXN16195,2024-03-04,CUST1114,Arjun Mishra,Male,49,Delhi,Groceries,Cooking Oil,10,431.78,26.09,Wallet,4317.8,1126.51,3191.29
TXN16151,2024-11-26,CUST1109,Sai Verma,Male,28,Mumbai,Books,Self-Help Book,7,313.22,6.99,Cash,2192.54,153.26,2039.28
TXN12451,2024-01-22,CUST1090,Aadhya Verma,Female,22,Kolkata,Clothing,Jacket,2,3881.52,12.85,Credit Card,7763.04,997.55,6765.49
TXN15967,2024-08-19,CUST1028,Arjun Gupta,Male,50,Mumbai,Groceries,Sugar (5 kg),8,243.82,20.07,Net Banking,1950.56,391.48,1559.08
TXN17197,2024-06-21,CUST1178,Vikram Bose,Male,31,Mumbai,Electronics,Tablet,7,25748.95,6.4,Wallet,180242.65,11535.53,168707.12
TXN10123,2024-10-29,CUST1069,Aadhya Rao,Female,43,Jaipur,Toys,Puzzle Set,10,1265.05,2.51,UPI,12650.5,317.53,12332.97
TXN12092,2024-06-15,CUST1044,Reyansh Chaudhary,Male,25,Hyderabad,Groceries,Sugar (5 kg),7,273.3,29.5,Debit Card,1913.1,564.36,1348.74
TXN18289,2024-05-23,CUST1078,Aarav Nair,Male,46,Mumbai,Home & Kitchen,Water Bottle,7,395.43,17.45,UPI,2768.01,483.02,2284.99
TXN10481,2024-03-09,CUST1157,Lakshmi Reddy,Female,37,Ahmedabad,Sports,Badminton Set,9,1694.97,5.97,Wallet,15254.73,910.71,14344.02
TXN12506,2024-04-06,CUST1160,Pihu Chaudhary,Female,59,Delhi,Electronics,Smartphone,6,42705.55,16.08,UPI,256233.3,41202.31,215030.99
TXN16609,2024-03-10,CUST1009,Sneha Shah,Female,51,Jaipur,Groceries,Pulses (1 kg),7,133.8,22.04,Net Banking,936.6,206.43,730.17
TXN11595,2024-07-15,CUST1047,Sneha Yadav,Female,31,Jaipur,Home & Kitchen,Mixer Grinder,3,3568.06,19.91,Wallet,10704.18,2131.2,8572.98
TXN16140,2024-09-08,CUST1096,Aarav Gupta,Male,59,Chennai,Home & Kitchen,Mixer Grinder,8,2992.87,7.23,Debit Card,23942.96,1731.08,22211.88
TXN12272,2024-02-02,CUST1078,Priya Patel,Female,19,Hyderabad,Electronics,Laptop,9,65087.87,17.55,Wallet,585790.83,102806.29,482984.54
TXN11316,2024-08-17,CUST1139,Vikram Pandey,Male,24,Surat,Sports,Cricket Bat,4,1499.67,27.93,UPI,5998.68,1675.43,4323.25
TXN17276,2024-09-03,CUST1076,Sai Shah,Male,23,Chennai,Groceries,Rice (5 kg),5,458.14,1.28,Credit Card,2290.7,29.32,2261.38
TXN18035,2024-10-15,CUST1041,Riya Mishra,Female,58,Hyderabad,Groceries,Cooking Oil,7,319.53,10.81,Wallet,2236.71,241.79,1994.92
TXN13689,2024-06-20,CUST1063,Aadhya Verma,Female,42,Chennai,Books,Self-Help Book,1,640.32,0.15,UPI,640.32,0.96,639.36
TXN14040,2024-04-16,CUST1054,Kavya Kumar,Female,26,Jaipur,Beauty,Shampoo,8,523.58,19.27,Net Banking,4188.64,807.15,3381.49
TXN15884,2024-04-04,CUST1095,Ayaan Chaudhary,Male,51,Surat,Sports,Dumbbells,1,2051.39,3.47,UPI,2051.39,71.18,1980.21
TXN10828,2024-04-25,CUST1138,Ayaan Singh,Male,20,Chennai,Groceries,Flour (10 kg),2,519.04,24.27,UPI,1038.08,251.94,786.14
TXN12466,2024-04-16,CUST1109,Aditya Yadav,Male,20,Hyderabad,Groceries,Cooking Oil,9,399.88,27.8,UPI,3598.92,1000.5,2598.42
TXN14347,2024-03-05,CUST1010,Meera Gupta,Female,22,Chennai,Books,Comic Book,2,209.73,27.43,Cash,419.46,115.06,304.4
TXN13519,2024-08-02,CUST1057,Rohit Gupta,Male,34,Pune,Groceries,Flour (10 kg),5,453.94,15.38,UPI,2269.7,349.08,1920.62
TXN15562,2024-07-05,CUST1136,Aarav Pandey,Male,40,Hyderabad,Beauty,Sunscreen,4,599.01,27.31,Wallet,2396.04,654.36,1741.68
TXN16713,2024-07-31,CUST1100,Kavya Nair,Female,54,Bangalore,Toys,Puzzle Set,2,1371.26,16.71,Cash,2742.52,458.28,2284.24
TXN14384,2024-06-19,CUST1060,Suresh Mishra,Male,33,Delhi,Books,Textbook,7,1025.03,24.4,Debit Card,7175.21,1750.75,5424.46
TXN11246,2024-12-18,CUST1084,Anjali Reddy,Female,61,Ahmedabad,Groceries,Sugar (5 kg),2,241.53,29.37,Credit Card,483.06,141.87,341.19
TXN19715,2024-08-28,CUST1060,Aarav Shah,Male,26,Kolkata,Clothing,Men's T-Shirt,2,921.51,3.37,Net Banking,1843.02,62.11,1780.91
TXN13418,2024-03-22,CUST1156,Rajesh Agarwal,Male,56,Pune,Electronics,Earphones,8,1842.87,23.28,Debit Card,14742.96,3432.16,11310.8
TXN17788,2024-12-19,CUST1154,Amit Patel,Male,36,Ahmedabad,Beauty,Lipstick,9,513.24,16.59,Credit Card,4619.16,766.32,3852.84
TXN14021,2024-08-08,CUST1063,Rajesh Kumar,Male,28,Kolkata,Groceries,Sugar (5 kg),1,184.8,22.87,Debit Card,184.8,42.26,142.54
TXN19636,2024-11-26,CUST1075,Geeta Mehta,Female,34,Bangalore,Groceries,Cooking Oil,8,433.34,8.94,Credit Card,3466.72,309.92,3156.8
TXN14193,2024-04-07,CUST1064,Ishaan Bose,Male,51,Hyderabad,Beauty,Face Cream,3,758.03,25.19,Cash,2274.09,572.84,1701.25
TXN10431,2024-11-17,CUST1038,Saanvi Pandey,Female,65,Surat,Toys,Puzzle Set,5,1181.73,23.88,UPI,5908.65,1410.99,4497.66
TXN10687,2024-01-14,CUST1059,Kavya Yadav,Female,28,Pune,Clothing,Jacket,3,2401.71,3.87,Credit Card,7205.13,278.84,6926.29
TXN15710,2024-07-29,CUST1065,Anjali Verma,Female,65,Mumbai,Toys,Puzzle Set,1,894.04,28.16,Wallet,894.04,251.76,642.28
TXN19432,2024-12-11,CUST1070,Suresh Agarwal,Male,33,Ahmedabad,Sports,Dumbbells,2,2904.45,24.19,Net Banking,5808.9,1405.17,4403.73
TXN19106,2024-09-22,CUST1037,Deepak Bose,Male,48,Delhi,Beauty,Perfume,7,1408.22,23.29,UPI,9857.54,2295.82,7561.72
TXN11653,2024-09-21,CUST1155,Ishaan Kumar,Male,34,Hyderabad,Sports,Football,4,558.06,5.01,UPI,2232.24,111.84,2120.4
TXN19385,2024-12-05,CUST1072,Deepak Patel,Male,45,Jaipur,Groceries,Cooking Oil,9,328.22,16.54,Credit Card,2953.98,488.59,2465.39
TXN13141,2024-10-27,CUST1159,Ishaan Chaudhary,Male,55,Mumbai,Sports,Dumbbells,10,1168.18,2.76,Wallet,11681.8,322.42,11359.38
TXN19104,2024-08-15,CUST1071,Ayaan Agarwal,Male,35,Ahmedabad,Sports,Dumbbells,8,1215.61,14.79,UPI,9724.88,1438.31,8286.57
TXN18099,2024-10-15,CUST1176,Pooja Bose,Female,61,Mumbai,Electronics,Tablet,7,22094.05,22.05,Cash,154658.35,34102.17,120556.18
TXN10446,2024-04-08,CUST1032,Priya Rao,Female,33,Jaipur,Groceries,Pulses (1 kg),6,103.9,24.05,Wallet,623.4,149.93,473.47
TXN19455,2024-02-27,CUST1159,Diya Sharma,Female,23,Mumbai,Groceries,Pulses (1 kg),2,135.65,4.39,Credit Card,271.3,11.91,259.39
TXN19500,2024-04-02,CUST1017,Aadhya Tiwari,Female,58,Ahmedabad,Groceries,Rice (5 kg),6,427.98,11.4,UPI,2567.88,292.74,2275.14
TXN14174,2024-11-15,CUST1133,Vikram Joshi,Male,53,Pune,Toys,Remote Car,3,1839.77,11.78,Cash,5519.31,650.17,4869.14
TXN18710,2024-02-28,CUST1140,Arjun Sharma,Male,31,Delhi,Groceries,Rice (5 kg),8,354.51,25.37,Wallet,2836.08,719.51,2116.57
TXN14520,2024-05-27,CUST1016,Aadhya Patel,Female,60,Ahmedabad,Sports,Football,4,619.93,4.54,Net Banking,2479.72,112.58,2367.14
TXN15824,2024-10-22,CUST1098,Krishna Agarwal,Male,35,Ahmedabad,Electronics,Earphones,1,4954.65,24.11,Cash,4954.65,1194.57,3760.08
TXN10245,2024-06-08,CUST1042,Suresh Bose,Male,54,Surat,Home & Kitchen,Mixer Grinder,6,2241.74,20.62,Credit Card,13450.44,2773.48,10676.96
TXN17411,2024-07-31,CUST1131,Deepak Joshi,Male,28,Delhi,Clothing,Jeans,7,1159.3,17.09,Wallet,8115.1,1386.87,6728.23
TXN13457,2024-01-18,CUST1027,Kiran Sharma,Female,50,Bangalore,Sports,Yoga Mat,6,779.78,13.2,UPI,4678.68,617.59,4061.09
TXN17128,2024-04-28,CUST1033,Ayaan Bose,Male,56,Jaipur,Books,Children Book,1,398.27,22.93,Net Banking,398.27,91.32,306.95
TXN17570,2024-10-10,CUST1135,Rajesh Shah,Male,61,Bangalore,Electronics,Earphones,9,3895.0,18.64,Cash,35055.0,6534.25,28520.75
TXN13663,2024-08-11,CUST1085,Aditya Singh,Male,45,Hyderabad,Books,Comic Book,10,328.34,0.24,Net Banking,3283.4,7.88,3275.52
TXN15394,2024-06-01,CUST1153,Arjun Verma,Male,56,Surat,Groceries,Pulses (1 kg),6,107.37,14.63,Credit Card,644.22,94.25,549.97
TXN17299,2024-07-27,CUST1041,Rahul Joshi,Male,48,Jaipur,Groceries,Rice (5 kg),4,359.5,19.96,Wallet,1438.0,287.02,1150.98
TXN19502,2024-05-30,CUST1059,Geeta Chaudhary,Female,38,Surat,Beauty,Perfume,5,2976.02,13.79,Net Banking,14880.1,2051.97,12828.13
TXN14450,2024-11-17,CUST1132,Rohit Srivastava,Male,24,Pune,Electronics,Smartphone,3,29925.74,8.5,Net Banking,89777.22,7631.06,82146.16
TXN16034,2024-04-13,CUST1034,Vihaan Rao,Male,47,Kolkata,Electronics,Laptop,7,70236.49,0.75,Wallet,491655.43,3687.42,487968.01
TXN13785,2024-11-03,CUST1106,Vivaan Chaudhary,Male,38,Delhi,Sports,Dumbbells,2,1187.23,14.53,Cash,2374.46,345.01,2029.45
TXN18427,2024-04-22,CUST1006,Kavya Sharma,Female,37,Pune,Electronics,Smartphone,8,26727.09,7.7,Credit Card,213816.72,16463.89,197352.83
TXN12922,2024-05-21,CUST1174,Pooja Reddy,Female,51,Pune,Toys,Action Figure,2,1042.47,27.92,Cash,2084.94,582.12,1502.82
TXN17699,2024-01-03,CUST1028,Ishaan Reddy,Male,29,Ahmedabad,Books,Self-Help Book,6,373.96,29.83,Cash,2243.76,669.31,1574.45
TXN11619,2024-02-09,CUST1085,Anjali Chaudhary,Female,63,Jaipur,Sports,Cricket Bat,3,3545.82,8.1,Debit Card,10637.46,861.63,9775.83
TXN15932,2024-06-27,CUST1162,Ananya Bose,Female,18,Hyderabad,Home & Kitchen,Mixer Grinder,5,3694.74,18.55,Net Banking,18473.7,3426.87,15046.83
TXN19694,2024-02-01,CUST1102,Vivaan Joshi,Male,37,Hyderabad,Groceries,Flour (10 kg),3,368.5,17.91,UPI,1105.5,198.0,907.5
TXN16568,2024-11-14,CUST1022,Nisha Agarwal,Female,33,Bangalore,Books,Children Book,10,196.25,8.27,Cash,1962.5,162.3,1800.2
TXN17425,2024-04-03,CUST1105,Amit Reddy,Male,65,Mumbai,Toys,Doll,4,637.47,28.73,Wallet,2549.88,732.58,1817.3
TXN14636,2024-06-10,CUST1157,Lakshmi Yadav,Female,44,Hyderabad,Sports,Cricket Bat,4,2735.73,12.89,Cash,10942.92,1410.54,9532.38
TXN16680,2024-07-23,CUST1072,Sai Yadav,Male,22,Jaipur,Beauty,Face Cream,10,258.7,25.82,Debit Card,2587.0,667.96,1919.04
TXN15747,2024-02-04,CUST1105,Aarav Pandey,Male,46,Mumbai,Toys,Doll,5,1161.48,25.23,UPI,5807.4,1465.21,4342.19
TXN10507,2024-08-18,CUST1171,Vivaan Patel,Male,48,Bangalore,Groceries,Flour (10 kg),8,583.2,16.01,Net Banking,4665.6,746.96,3918.64
TXN17639,2024-03-28,CUST1029,Sai Srivastava,Male,50,Mumbai,Groceries,Flour (10 kg),9,376.87,4.4,Cash,3391.83,149.24,3242.59
TXN17511,2024-12-18,CUST1086,Anjali Agarwal,Female,20,Hyderabad,Clothing,Jeans,10,1747.24,1.01,Net Banking,17472.4,176.47,17295.93
TXN16619,2024-07-16,CUST1115,Anjali Srivastava,Female,42,Hyderabad,Electronics,Laptop,9,72727.0,17.35,Cash,654543.0,113563.21,540979.79
TXN18664,2024-04-10,CUST1159,Aditya Reddy,Male,65,Surat,Sports,Dumbbells,9,2173.05,22.24,Wallet,19557.45,4349.58,15207.87
TXN14933,2024-11-20,CUST1008,Kiran Patel,Female,54,Bangalore,Electronics,Smartphone,5,26623.72,23.68,Credit Card,133118.6,31522.48,101596.12
TXN13927,2024-08-07,CUST1136,Meera Yadav,Female,26,Delhi,Clothing,Saree,8,1549.08,9.11,Credit Card,12392.64,1128.97,11263.67
TXN15272,2024-07-26,CUST1015,Vikram Chaudhary,Male,33,Surat,Toys,Remote Car,5,1889.58,17.45,Net Banking,9447.9,1648.66,7799.24
TXN13728,2024-10-15,CUST1063,Diya Joshi,Female,56,Chennai,Books,Self-Help Book,3,280.44,1.52,Debit Card,841.32,12.79,828.53
